URL,Type,Status Code,Replacement URL,Priority,Decision Confidence,GSC Indexing Blocker,Top Inlink Sources,Notes,Implementation Notes
https://tokentopnews.com/btc-to-100k-why-bitcoin-could-drop-to-55k-first/,post,404,,Critical,High,,/bitcoin-first-green-month-after-five-monthly-losses/ (1) | /drift-protocol-exploiter-sol-hyperliquid-buy-eth/ (1) | /march-bitcoin-technology-update-mempool-progress-bip-360/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bullish-nyse-listing-83-percent-surge/N/A,post,404,,Critical,High,,/bullish-nyse-listing-83-percent-surge/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/bybit-launches-44-new-stock-cfds-including-blackrock-bitcoin-etf-ibit/,post,404,,Critical,High,,/ethereum-climbs-2391-eth-strengthens-against-bitcoin/ (1) | /crypto-creators-influencers-non-kyc-exchange-partnership/ (1) | /upbit-canton-cc-listing-krw-btc-usdt/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/cambodia-cybercrime-law-targets-scam-compounds/,post,404,,Critical,High,,/bitcoin-faucet-2010-5-btc-giveaway-worth-334k/ (1) | /zachxbt-circle-420m-compliance-failures-since-2022/ (1) | /charles-schwab-crypto-vertical-bitcoin-buying-soon/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/cdn-cgi/l/email-protection,post,404,,Critical,High,,/feedback-corrections/ (2) | /blockchain-experts-reveal-the-top-10-cryptocurrencies-to-invest-in-2025-earning-8800-a-day/ (1) | /diversity-policy/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/cftc-allows-bitcoin-as-margin-collateral-for-futures-commission-merchants/,post,404,,Critical,High,,/telegram-channel-folders-join-multiple-channels-one-click/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/cftc-and-doj-sue-illinois-governor-in-crypto-regulation-dispute/,post,404,,Critical,High,,/strategy-617-btc-strc-estimate-daily-supply/ (1) | /bitcoin-etf-flows-today-1d-net-outflow-2554-btc/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/chainalysis-says-stablecoin-economic-volume-could-reach-719t-by-2035/,post,404,,Critical,High,,/genius-featured-on-binance-alpha/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/charles-schwab-bitcoin-spot-trading-plan/,post,404,,Critical,High,,/fear-greed-index-for-btc/ (1) | /bitcoin-social-sentiment-april-fear-levels/ (1) | /eric-voorhees-eth-wallet-whale-institutional-transactions/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/charles-schwab-crypto-vertical-buy-bitcoin/,post,404,,Critical,High,,/bitcoin-faucet-2010-5-btc-giveaway-worth-334k/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/charles-schwab-crypto-vertical-will-let-users-buy-bitcoin-soon/,post,404,,Critical,High,,/charles-schwab-plans-spot-bitcoin-trading/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/circle-launches-stablecoin-payouts-circle-mint-singapore-partners/,post,404,,Critical,High,,/bitcoin-defensive-exchange-reserve-comparison/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/circle-launches-stablecoin-payouts-for-circle-mint-singapore-partners/,post,404,,Critical,High,,/jiang-zhuoer-shorted-eth-short-to-medium-term/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/circle-mints-3-25b-usdc-solana-7-days/,post,404,,Critical,High,,/mara-bitcoin-transfer-april-7-2026/ (1) | /strategy-14-46b-unrealized-bitcoin-loss-buys-4871-btc/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/coinbase-occ-approval-targets-national-trust-charter/,post,404,,Critical,High,,/new-wallet-received-488599-hype-worth-17-18m-from-falconx/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/community-driven-meme-coin-picks-floki-and-pippin-gain-buzz-while-apemars-blasts-off-as-the-best-100x-coin-secure-your-2300-roi-now/,post,404,,Critical,High,,/btc-bitcoin-pumping-above-73700-nearing-74000/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/core-foundation-partners-with-z-protocol-in-first-franchise-protocol-move/,post,404,,Critical,High,,/new-hampshire-business-finance-authority-100m-bitcoin-backed-issuance/ (1) | /bitcoin-46-percent-below-ath-cycle-bottom-history/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-creators-influencers-partner-with-a-top-non-kyc-exchange/,post,404,,Critical,High,,/tether-launches-self-custodial-tether-wallet-for-end-users/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-etf-flows-today-bitcoin-etfs-add-1752-btc-in-1-day-7d-flow-stays-negative/,post,404,,Critical,High,,/machi-big-brother-eth-liquidation-risk-hyperliquid/ (1) | /tommy-shaughnessy-circle-usdc-drift-exploit/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-etf-flows-today-bitcoin-etfs-add-1752-btc-in-1-day/,post,404,,Critical,High,,/drift-protocol-exploiter-swaps-stolen-assets-into-129066-eth/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-etf-flows-today-bitcoin-etfs-see-2242-btc-1d-netflow/,post,404,,Critical,High,,/morgan-stanley-amy-oldenburg-spot-bitcoin-etf-best-first-day-trading/ (1) | /cz-1-billion-bet-okx-founder-divorce-claim/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-experts-petition-trump-lawsuit/**Title:**%20Cryptocurrency%20Experts%20Petition%20Trump%20to%20Abandon%20Software%20Lawsuit,post,404,,Critical,High,,/crypto-experts-petition-trump-lawsuit/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-insights/bitcoin-analysis/,post,404,,Critical,High,,/cryptocurrency-news/bitcoin/page/4/ (1) | /cryptocurrency-news/bitcoin/page/2/ (1) | /cryptocurrency-news/bitcoin/page/3/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-insights/cardano-analysis/,post,404,,Critical,High,,/cryptocurrency-news/cardano/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-insights/crypto-analysis/,post,404,,Critical,High,,/crypto-topics/cloud-mining/ (1) | /crypto-topics/crypto-presales/ (1) | /trends/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-insights/dogecoin-analysis/,post,404,,Critical,High,,/trends/memecoins/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-insights/ethereum-analysis/,post,404,,Critical,High,,/cryptocurrency-news/ethereum/ (1) | /insights/ (1) | /cryptocurrency-news/ethereum/page/2/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-insights/ripple-analysis/,post,404,,Critical,High,,/cryptocurrency-news/ripple/page/5/ (1) | /cryptocurrency-news/ripple/page/6/ (1) | /cryptocurrency-news/ripple/page/3/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-insights/ripple-xrp-analysis/,post,404,,Critical,High,,/insights/ (1) | /insights/page/2/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-insights/solana-analysis/,post,404,,Critical,High,,/cryptocurrency-news/solana/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-insights/solana-price-prediction/,post,404,,Critical,High,,/cryptocurrency-news/solana/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-insights/tron-analysis/,post,404,,Critical,High,,/cryptocurrency-news/tron/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-market-loses-260-billion-volatility/N/A,post,404,,Critical,High,,/crypto-market-loses-260-billion-volatility/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-markets-unmoved-tariff-ruling/hassett-tariff-ruling-negotiations,post,404,,Critical,High,,/crypto-markets-unmoved-tariff-ruling/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-regulation/,post,404,,Critical,High,,/category/crypto-regulation/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-topics/airdrops-news/,post,404,,Critical,High,,/crypto-topics/page/2/ (1) | /crypto-topics/page/3/ (1) | /crypto-topics/page/4/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/crypto-topics/defi-news/,post,404,,Critical,High,,/cryptocurrency-news/ethereum/ (1) | /cryptocurrency-news/ethereum/page/2/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/cryptocurrency-markets-react-us-tariff/us-eu-tariffs-market-impact,post,404,,Critical,High,,/cryptocurrency-markets-react-us-tariff/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/cz-offers-1b-bet-to-okx-founder-over-divorce-claim/,post,404,,Critical,High,,/scroll-scr-binance-first-pre-market-project-8x-million-market-cap/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/cz-recalls-terra-incident-binances-3m-2018-investment/,post,404,,Critical,High,,/week-on-chain-14-2026-bitcoin-bounces-bear-market/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/defi/,post,301,https://tokentopnews.com/defi-chainlink-leads-development-may-2025/,High,High,,/stellar-lumens-bridge-bounty-program-offers-huge-grants/ (1) | /ripples-rlusd-stablecoin-on-cardano/ (1) | /ledger-hack-company-will-compensate-for-damage/ (1),Replacement candidate: https://tokentopnews.com/defi-chainlink-leads-development-may-2025/,Redirect to https://tokentopnews.com/defi-chainlink-leads-development-may-2025/.
https://tokentopnews.com/deutsche-bank-crypto-custody-2026/N/A,post,404,,Critical,High,,/deutsche-bank-crypto-custody-2026/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/did-strategy-buy-617-btc-via-strc-today-what-the-estimate-shows/,post,404,,Critical,High,,/coinbase-occ-approval-national-trust-charter/ (1) | /new-wallet-received-488599-hype-worth-17-18m-from-falconx/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/did-you-miss-bitcoin-and-xrp-early-gains-apemars-presale-could-be-your-next-big-entry-as-stage-15-nears-final-hours-best-crypto-to-buy-today/,post,404,,Critical,High,,/bhutan-bitcoin-holdings-drop-70-percent-arkham/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/did-you-miss-bitcoin-xrp-early-gains-apemars-presale-next-big-entry-stage-15/,post,404,,Critical,High,,/eth-whale-50000-eth-20x-long-111-9m/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/dogecoin-and-axie-infinity-show-slow-signs-of-progress-why-apemars-is-the-best-crypto-presale-today-with-over-2363-roi/,post,404,,Critical,High,,/iran-crypto-payments-shipping-sanctions-chainalysis/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/dogecoin-and-trump-delivered-big-but-is-apemars-the-next-crypto-to-hit-1-waiting-to-ignite/,post,404,,Critical,High,,/week-on-chain-14-2026-bitcoin-bounces-bear-market/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/dogecoin-axie-infinity-slow-signs-progress-apemars-best-crypto-presale-2363-roi/,post,404,,Critical,High,,/chainalysis-stablecoin-economic-volume-719t-2035/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/dollar-index-drop-crypto-rise-predicted/URL,post,404,,Critical,High,,/dollar-index-drop-crypto-rise-predicted/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/drift-hack-tvl-halves-as-loss-estimates-reach-285m/,post,404,,Critical,High,,/bitcoin-etf-flows-today-1d-net-outflow-2554-btc/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/drift-protocol-exploited-270m-assets-sent-to-hkgz4k/,post,404,,Critical,High,,/drift-protocol-exploiter-swaps-stolen-assets-into-129066-eth/ (1) | /crypto-etf-flows-today-bitcoin-etfs-1752-btc-inflow-7d-outflow/ (1) | /tommy-shaughnessy-circle-usdc-drift-exploit/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/drift-protocol-exploiter-deposits-sol-into-hyperliquid-to-buy-eth/,post,404,,Critical,High,,/btc-glassnode-bitcoin-recovery-supply-in-loss/ (1) | /crypto-etf-flows-today-bitcoin-etfs-1752-btc-inflow-7d-outflow/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/drift-protocol-exploiter-swaps-270m-into-129066-eth/,post,404,,Critical,High,,/machi-big-brother-eth-liquidation-risk-hyperliquid/ (1) | /drift-protocol-exploiter-buys-1195-eth-holds-130262-eth/ (1) | /tommy-shaughnessy-circle-usdc-drift-exploit/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/dubai-crypto-derivatives-rules-tighten-exchange-trading/,post,404,,Critical,High,,/amber-ceo-michael-wu-ftx-collapse-biggest-setback-of-my-life/ (1) | /bitcoin-etf-flows-73m-inflow/ (1) | /token-issuance-failure-rates-record-highs-21shares-darius-moukhtar-ethcc/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/el-salvador-bitcoin-reserve-increase/n/a,post,404,,Critical,High,,/el-salvador-bitcoin-reserve-increase/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/eric-voorhees-eth-wallet-whale-transaction/,post,404,,Critical,High,,/bitcoin-social-sentiment-april-fear-levels/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/eric-voorhees-linked-eth-wallet-sparks-whale-transaction-focus/,post,404,,Critical,High,,/metaplanet-100000-btc-555-million-plan-2026/ (1) | /btc-etfs-22-6m-net-weekly-inflow-4-trading-days/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/eth-fear-greed-index-ethereum-sentiment-holds-neutral-at-45/,post,404,,Critical,High,,/binance-adds-new-spot-trading-pairs-april-6-2026/ (1) | /tokenomist-apt-baby-token-unlocks-next-7-days/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/eth-whale-111-9m-20x-long-nears-key-liquidation-zone/,post,404,,Critical,High,,/bhutan-bitcoin-holdings-drop-70-percent-arkham/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/ethereum-climbs-to-2391-as-eth-strengthens-against-bitcoin/,post,404,,Critical,High,,/tether-launches-self-custodial-tether-wallet-for-end-users/ (1) | /crypto-creators-influencers-non-kyc-exchange-partnership/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/ethereum-etf-inflows-altcoin-rally-potential/N/A,post,404,,Critical,High,,/ethereum-etf-inflows-altcoin-rally-potential/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/ethereum-network-activity-hits-ath-as-bullish-divergence-builds/,post,404,,Critical,High,,/flr-flare-validator-mev-protocol-revenue/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/ethereum-network-activity-hits-ath-bullish-divergence/,post,404,,Critical,High,,/bitcoin-etf-flows-today-1d-netflow-4614-btc/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/ethereum-pos-validator-queue-shift/N/A,post,404,,Critical,High,,/ethereum-pos-validator-queue-shift/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/ethereum-staking-ratio-hits-record-85b-secured/,post,404,,Critical,High,,/bitcoin-etf-flows-today-1d-netflow-4614-btc/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/ethereum-staking-ratio-hits-record-with-85b-secured/,post,404,,Critical,High,,/flr-flare-validator-mev-protocol-revenue/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/ethereum-treasury-strategy-11billion-value/N/A,post,404,,Critical,High,,/ethereum-treasury-strategy-11billion-value/ (3),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/eu-us-tariff-negotiations-industrial-agricultural/N/A,post,404,,Critical,High,,/eu-us-tariff-negotiations-industrial-agricultural/ (2),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/ex-sec-gensler-hidden-crypto-stance/URL,post,404,,Critical,High,,/ex-sec-gensler-hidden-crypto-stance/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/fear-greed-index-btc-bitcoin-sentiment/,post,404,,Critical,High,,/bitcoin-social-sentiment-april-fear-levels/ (2) | /eric-voorhees-eth-wallet-whale-institutional-transactions/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/fear-greed-index-btc-how-bitcoin-sentiment-works/,post,404,,Critical,High,,/btc-etfs-22-6m-net-weekly-inflow-4-trading-days/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/fed-barr-private-money-stablecoin-safeguards/,post,404,,Critical,High,,/march-2026-crypto-hacks-52m-20-incidents/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/finance-cryptocurrency/,post,301,https://tokentopnews.com/macro/,High,High,,/cryptocurrency-news/page/171/ (4) | /tag/bitcoin-etp/ (1) | /tag/cryptocurrencies/ (1),Replacement candidate: https://tokentopnews.com/macro/,Redirect to https://tokentopnews.com/macro/.
https://tokentopnews.com/first-ever-bitcoin-rubiks-cube-officially-launches-what-to-know/,post,404,,Critical,High,,/btc-shorts-win-0x2fc3-closes-losing-long-flips-short/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/flr-flare-turns-validator-mev-into-protocol-revenue/,post,404,,Critical,High,,/bitcoin-etf-flows-today-1d-netflow-4614-btc/ (1) | /michael-saylor-strategy-estimated-bitcoin-buy-after-market-open/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/gmx-hacker-returns-fran-protocol/No%20URL%20provided,post,404,,Critical,High,,/gmx-hacker-returns-fran-protocol/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/gold-price-drop-crypto-impact/N/A,post,404,,Critical,High,,/gold-price-drop-crypto-impact/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/goldman-sachs-fed-rate-cut-2025/N/A,post,404,,Critical,High,,/goldman-sachs-fed-rate-cut-2025/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/h100-group-expands-bitcoin-operations-switzerland/N/A,post,404,,Critical,High,,/h100-group-expands-bitcoin-operations-switzerland/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/hal-finneys-10-million-bitcoin-prediction-explained/,post,404,,Critical,High,,/ethereum-climbs-2391-eth-strengthens-against-bitcoin/ (1) | /upbit-canton-cc-listing-krw-btc-usdt/ (1) | /bybit-launches-44-new-stock-cfds-blackrock-bitcoin-etf-ibit/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/how-to-buy-meme-coin-apemars-best-meme-coin-2026/,post,404,,Critical,High,,/trader-0x3386-25x-eth-short-6700-eth-14-71m/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/hyperion-defi-hype-token-surge/N/A,post,404,,Critical,High,,/hyperion-defi-hype-token-surge/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/iran-crypto-payments-breach-shipping-sanctions-chainalysis/,post,404,,Critical,High,,/chainalysis-stablecoin-economic-volume-719t-2035/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/iran-crypto-payments-could-breach-shipping-sanctions-chainalysis/,post,404,,Critical,High,,/genius-featured-on-binance-alpha/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/is-apemars-the-best-100x-crypto-presale-to-explode-with-2600-while-hyperliquid-gains-6-and-tron-faces-13-pullback/,post,404,,Critical,High,,/first-ever-bitcoin-rubiks-cube-official-launch/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/is-apemars-the-best-crypto-presale-to-buy-among-the-10-top-meme-coins-371k-raised-22-9b-tokens-sold-and-1577-holders-a-clear-winner/,post,404,,Critical,High,,/scroll-scr-binance-first-pre-market-project-8x-million-market-cap/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/is-apemars-the-best-crypto-to-buy-today/,post,404,,Critical,High,,/bybit-launches-44-new-stock-cfds-blackrock-bitcoin-etf-ibit/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/james-fickel-eth-transfer-coinbase/URL,post,404,,Critical,High,,/james-fickel-eth-transfer-coinbase/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/james-wynn-46m-bitcoin-long-hyperliquid/URL,post,404,,Critical,High,,/james-wynn-46m-bitcoin-long-hyperliquid/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/james-wynn-high-leverage-bitcoin-bet/N/A,post,404,,Critical,High,,/james-wynn-high-leverage-bitcoin-bet/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/kevin-warsh-fed-chair-hearing-set-for-april-16-amid-probe/,post,404,,Critical,High,,/michael-saylor-says-bitcoins-four-year-cycle-is-dead/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/learn-crypto/how-to-claim-airdrops/,post,404,,Critical,High,,/trends/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/learn-crypto/how-to-use-digital-wallets/,post,404,,Critical,High,,/macro/crypto-macro/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/learn-crypto/kols/,post,404,,Critical,High,,/learn-crypto/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/learn-crypto/safety-tips/,post,404,,Critical,High,,/macro/regulation/page/2/ (1) | /learn-crypto/ (1) | /macro/regulation/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/learn-crypto/trading-guide/,post,404,,Critical,High,,/cryptocurrency-news/bitcoin/page/4/ (1) | /cryptocurrency-news/bitcoin/page/2/ (1) | /cryptocurrency-news/bitcoin/page/3/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/learn-how-to-trade-and-spot-the-best-crypto-to-watch-tron-integrates-wbtc-ethereum-advances-apemars-presale-could-turn-2k-into-103k/,post,404,,Critical,High,,/bitcoin-etf-flows-today-1d-net-outflow-2554-btc/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/learn-how-to-trade-and-spot-the-best-crypto-to-watch/,post,404,,Critical,High,,/strategy-617-btc-strc-estimate-daily-supply/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/lido-v3-whitepaper-community-feedback/image-url-path,post,404,,Critical,High,,/lido-v3-whitepaper-community-feedback/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/liquidity-wars-begin-how-to-trade-smart-as-central-banks-eye-ethereum-while-apemars-stage-15-surges-as-the-best-crypto-to-buy-in-april/,post,404,,Critical,High,,/160-million-crypto-shorts-liquidated-us-iran-ceasefire/ (1) | /circle-stablecoin-payouts-circle-mint-singapore/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/machi-big-brother-liquidation-timeline-eth-risk-on-hyperliquid/,post,404,,Critical,High,,/drift-protocol-exploiter-buys-1195-eth-holds-130262-eth/ (1) | /drift-hack-tvl-halves-loss-estimates-285m/ (1) | /safe-safenet-launch-what-was-announced-and-what-changed/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/mantles-aave-lending-market-tops-1-35b-ranks-3-globally-in-just-over-a-month/,post,404,,Critical,High,,/telegram-channel-folders-join-multiple-channels-one-click/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
https://tokentopnews.com/mara-linked-bitcoin-transfer-247-5-btc-april-7-2026/,post,404,,Critical,High,,/strategy-14-46b-unrealized-bitcoin-loss-buys-4871-btc/ (1),,Broken URL has signals but no safe replacement was inferred; map manually.
