URL,Status Code,Indexability,Canonicalised,Replacement URL,All Inlinks Rows,Backlink Rows,Referring Domains,Top Inlink Sources,Suggested Action,Notes
https://tokentopnews.com/coin/bitcoin/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,4084,1,1,/bitcoin-worst-quarter-market-fatigue/ (1) | /bitcoin-options-dominate-futures-interest/ (1) | /bitcoin-unrealized-loss-glassnode-analysis/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/ethereum/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,3262,1,1,/opensea-market-leadership-nft-revival/ (1) | /altcoins-momentum-bitcoin-dominance-drops/ (1) | /mozilla-is-accepting-crypto-donations-again-but-only-from-pos-validated-blockchains/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/just/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,120,1,1,/crypto-market-liquidations-bitcoin-ethereum/ (1) | /trump-pressures-powell-interest-rate-reduction/ (1) | /coin/just/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/solana/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,75,0,0,/missed-trx-and-avax-apemars-stage-15-next-100x-crypto/ (1) | /how-to-trade-the-best-crypto-to-buy-in-april-apemars-stage-15/ (1) | /definitive-edge-platform-market-cap-rise/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/stable/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,46,0,0,/swiss-tyr-capital-market-neutral-hedge-fund/ (1) | /gateio-dexlab-xlab-spot-trading/ (1) | /bybit-usdt-trading-stock-assets-launch/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/usdc/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,38,0,0,/top-5-crypto-news-24-hours-metaplanet-circle/ (1) | /machi-big-brother-eth-liquidation-risk-hyperliquid/ (1) | /coin/usdc/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/xrp/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,34,0,0,/sec-delays-xrp-etf-franklin-templeton/ (1) | /everything-blockchain-invests-five-tokens/ (1) | /xrp-futures-volume-surges-sec-win/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/hyperliquid/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,30,0,0,/ethereum-whale-short-strategy-success/ (1) | /missed-trx-and-avax-apemars-stage-15-next-100x-crypto/ (1) | /machi-big-brother-eth-liquidation-risk-hyperliquid/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/bnb/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,27,0,0,/bullzilla-polkadot-and-wlfi-dominate-the-top-cryptos-to-invest-in-washington-dc/ (1) | /bullzilla-presale-gains-heat-as-binance-coin-and-aster-climb-best-cryptos-to-buy-now/ (1) | /best-meme-coins-to-buy-for-2025-arctic-pablos-presale-nears-final-location/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/dogecoin/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,24,0,0,/moonbull-100x-crypto-presale-insight-2025-vs-cat-in-a-dogs-world-and-dogecoin/ (1) | /kucoin-launches-kupool-mining-service/ (1) | /moonbull-whitelist-live-now-best-new-upcoming-crypto-presale-vs-pepe-and-floki/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/pepe/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,19,0,0,/bullzilla-polkadot-and-wlfi-dominate-the-top-cryptos-to-invest-in-washington-dc/ (1) | /moonbull-whitelist-live-now-best-new-upcoming-crypto-presale-vs-pepe-and-floki/ (1) | /moonbull-whitelist-soars-as-coq-inu-and-dogs-break-out-in-top-new-meme-coin-to-watch-race/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/shiba-inu/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,14,0,0,/moonbull-cat-in-a-dogs-world-dogecoin-top-crypto-presale-in-virginia-2025-opportunities/ (1) | /moonbull-whitelist-soars-as-coq-inu-and-dogs-break-out-in-top-new-meme-coin-to-watch-race/ (1) | /arctic-pablo-coin-housecoin-apecoin-updates-top-meme-coins-to-join-for-long-term/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/aave/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,11,0,0,/whale-deposit-20000-eth-aave-v3/ (1) | /ethereum-surges-2800-market-rally/ (1) | /mkr-swap-sky-makerdao-rebranding/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/tron/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,11,0,0,/missed-trx-and-avax-apemars-stage-15-next-100x-crypto/ (1) | /best-crypto-to-watch-apemars-tron-ethereum-insights/ (1) | /tron-addresses-balance-130-million-growth/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/world-liberty-financial/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,11,0,0,/bullzilla-polkadot-and-wlfi-dominate-the-top-cryptos-to-invest-in-washington-dc/ (1) | /eric-trump-wlf-trump-acquisition/ (1) | /eric-trump-wlfi-trump-token-dispute/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/aptos/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,9,0,0,/best-altcoins-to-invest-in-now-qubetics-cosmos-and-aptos-lead-the-charge/ (1) | /bullzilla-polkadot-and-wlfi-dominate-the-top-cryptos-to-invest-in-washington-dc/ (1) | /former-aptos-ceo-significant-sui-holdings/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/avalanche/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,9,0,0,/missed-trx-and-avax-apemars-stage-15-next-100x-crypto/ (1) | /qubetics-tics-vs-avalanche-and-hype-final-presale-update-you-cant-ignore/ (1) | /missed-sol-avax-apemars-is-the-next-100x-meme-coin/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/polkadot/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,9,0,0,/bullzilla-polkadot-and-wlfi-dominate-the-top-cryptos-to-invest-in-washington-dc/ (1) | /bullzilla-presale-gains-heat-as-binance-coin-and-aster-climb-best-cryptos-to-buy-now/ (1) | /polkadot-dot-institutional-interest-jam-upgrade/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/cardano/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,8,0,0,/coin/cardano/ (1) | /missed-trx-and-avax-apemars-stage-15-next-100x-crypto/ (1) | /brave-wallet-support-cardano-integration/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/arbitrum/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,6,0,0,/magic-token-surges-arbitrum-ai-update/ (1) | /solana-prediction-2030-eyes-3k-as-qubetics-record-rally-gains-traction/ (1) | /coin/arbitrum/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/bonk/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,6,0,0,/coin/bonk/ (1) | /pump-token-presale-solana-sellout/ (1) | /regretting-bonk-moonbull-presale-is-live-and-could-be-one-of-the-top-meme-coins-to-watch-in-2025-with-high-profits/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/chainlink/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,6,0,0,/chainlink-key-support-resistance-level-analysis/ (1) | /jpmorgan-public-tokenized-bond-trade/ (1) | /top-cryptos-to-buy-in-2025-moonbull-solana-chainlink/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/pudgy-penguins/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,6,0,0,/top-meme-coin-presales-to-invest-in-this-week-pudgy-penguins-fartcoin-bullzilla-presale/ (1) | /dogecoin-down-5-pengu-sliding-meanwhile-arctic-pablo-presale-unlocks-free-2x-tokens-top-new-meme-coins-to-invest-in-now/ (1) | /coin/pudgy-penguins/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/litecoin/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,5,0,0,/missed-trx-and-avax-apemars-stage-15-next-100x-crypto/ (1) | /kucoin-launches-kupool-mining-service/ (1) | /moonbull-vs-polkadot-vs-litecoin-best-altcoins-to-buy-comparison/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/pump-fun/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,5,0,0,/pump-token-presale-solana-sellout/ (1) | /pump-fun-pump-token-sale-airdrop-2025/ (1) | /pumpfun-token-distribution-complete/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/sky/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,5,0,0,/mkr-swap-sky-makerdao-rebranding/ (1) | /coin/sky/ (1) | /sky-hits-resistance-ethereum-slows-qubetics-could-be-the-next-best-crypto-to-buy-right-now/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/aster/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,4,0,0,/bullzilla-presale-gains-heat-as-binance-coin-and-aster-climb-best-cryptos-to-buy-now/ (1) | /aster-short-position-liquidation-price/ (1) | /coin/aster/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/official-trump/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,4,0,0,/trump-floki-bzil-top-meme-coins-to-buy-project/ (1) | /coin/official-trump/ (1) | /best-1000x-meme-coins-bullzilla-wif-and-trump/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/pancakeswap/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,4,0,0,/ethereum-dex-volume-market-impact/ (1) | /coin/pancakeswap/ (1) | /cyber-crash-token-launch-70-percent-surge/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/sol/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,4,0,0,/solana-price-analysis-can-sol-break-out-as-liquidity-tightens/ (1) | /bonk-bonk-price-prediction-2025-2030-can-bonk-hit-new-highs/ (1) | /solana-sol-price-prediction-2025-2030-can-sol-reach-1000/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/sui/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,4,0,0,/everything-blockchain-invests-five-tokens/ (1) | /sui-70-percent-surge-market-resilience/ (1) | /coin/sui/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/toncoin/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,4,0,0,/toncoin-telegram-26m-nft-stickers/ (1) | /coin/toncoin/ (1) | /bullzilla-monero-toncoin-the-top-coins-to-invest-in-2025-with-massive-roi-potential/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/uniswap/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,4,0,0,/coin/uniswap/ (1) | /canada-tariff-us-cars-trade/ (1) | /best-1000x-meme-coins-bullzilla-wif-and-trump/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/bittensor/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,3,0,0,/everything-blockchain-invests-five-tokens/ (1) | /coin/bittensor/ (1) | /bittensor-decentralized-ai-investment/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/cosmos/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,3,0,0,/best-altcoins-to-invest-in-now-qubetics-cosmos-and-aptos-lead-the-charge/ (1) | /coin/cosmos/ (1) | /solana-blockdag-and-cosmos-top-cryptos-to-buy-now-for-major-growth/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/cronos/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,3,0,0,/trump-media-crypto-com-cro-token/ (1) | /coin/cronos/ (1) | /la-culex-bnb-and-cronos-lead-novembers-100x-presale/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/gatetoken/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,3,0,0,/coin/gatetoken/ (1) | /total-staked-gatetoken-exceeds-40-million/ (1) | /cex-platform-coins-bgb-gt-rise/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/hedera/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,3,0,0,/how-to-trade-the-best-crypto-to-buy-in-april-apemars-stage-15/ (1) | /missed-hypes-breakout-why-this-layer-1-project-dominates-as-the-most-popular-cryptocurrency-of-2025/ (1) | /coin/hedera/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/monero/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,3,0,0,/coin/monero/ (1) | /bullzilla-presale-ignites-hype-as-monero-and-polkadot-surge-are-these-the-top-coins-to-invest-in-2025/ (1) | /bullzilla-monero-toncoin-the-top-coins-to-invest-in-2025-with-massive-roi-potential/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/morpho/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,3,0,0,/defi-lending-record-tvl-june-2025/ (1) | /missed-hypes-breakout-why-this-layer-1-project-dominates-as-the-most-popular-cryptocurrency-of-2025/ (1) | /coin/morpho/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/pi/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,3,0,0,/shib-price-wobbles-pi-network-stalls-blockdag-x1-app-surges-to-1-5m-users/ (1) | /coin/pi/ (1) | /blockdag-vs-pi-network-vs-cardano-which-altcoin-is-poised-for-a-major-breakout/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/ada/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/coin/ada/ (1) | /cardano-ada-price-analysis-stable-structure-suggests-market-waiting-for-catalyst/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/bitcoin-cash/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/bitcoin-cash-drop-coindesk-20-index/ (1) | /coin/bitcoin-cash/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/bitget-token/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/coin/bitget-token/ (1) | /cex-platform-coins-bgb-gt-rise/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/dai/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/mkr-swap-sky-makerdao-rebranding/ (1) | /coin/dai/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/doge/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/dogecoin-price-analysis-can-doge-hold-momentum-as-liquidity-shifts/ (1) | /coin/doge/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/eth/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/coin/eth/ (1) | /ethereum-price-prediction-2025-2030-can-ethereum-reach-10000-usd/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/eurc/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/circle-stablecoin-payouts-circle-mint-singapore/ (1) | /coin/eurc/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/filecoin/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/how-to-trade-the-best-crypto-to-buy-in-april-apemars-stage-15/ (1) | /coin/filecoin/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/jupiter/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/coin/jupiter/ (1) | /v2ex-token-market-cap-unverified/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/kaspa/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/coin/kaspa/ (1) | /2677-roi-this-window-might-close-in-days-heres-the-math-behind-it/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/ondo/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/jpmorgan-public-tokenized-bond-trade/ (1) | /coin/ondo/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/pax-gold/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/peter-schiff-tokenized-gold-blockchain-future/ (1) | /coin/pax-gold/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/render/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/coin/render/ (1) | /binance-halts-fis-mdt-bnb-chain/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/river/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/troller-cat-would-snek-best-cryptos-for-beginners-with-hype-value/ (1) | /coin/river/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/sei/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/coin/sei/ (1) | /solana-blockdag-and-cosmos-top-cryptos-to-buy-now-for-major-growth/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/stellar/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/coin/stellar/ (1) | /la-culex-bnb-and-cronos-lead-novembers-100x-presale/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/tether-gold/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/peter-schiff-tokenized-gold-blockchain-future/ (1) | /coin/tether-gold/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/tezos/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/qubetics-tezos-bitcoin-surge-ahead-trending-cryptos-to-buy-for-2025/ (1) | /coin/tezos/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/trx/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/coin/trx/ (1) | /tron-trx-price-analysis-trx-holds-above-support-as-momentum-stays-neutral/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
https://tokentopnews.com/coin/worldcoin/,200,Non-Indexable,yes,https://tokentopnews.com/coin/,2,0,0,/coin/worldcoin/ (1) | /thailand-halts-worldcoin-biometric-services/ (1),noindex,"Live duplicate utility URL. Currently index,follow + canonical to /coin/. Add noindex,follow if bucket remains live."
