URL,Type,Status Code,GSC Clicks,GSC Impressions,Backlink Rows,Follow Rows,Priority,GSC Indexing Blocker,GSC Last Crawl,Notes
https://tokentopnews.com/crypto-market-rally-2026-best-meme-coins-to-invest-including-apemars-stage-6/,post,200,1,16,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-02-20,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/james-wynn-liquidates-btc-position/,post,200,0,5,1,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2025-10-25,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/crypto-prices-continue-to-fall-btc-towards-20000/,post,200,0,1,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-04-11,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/cryptocurrency-news/tron/,section_archive,200,0,1,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-01-16,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/trump-supports-cryptocurrency-bitcoin-ethereum/,post,200,0,1,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2025-12-12,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/ethereum-whale-buys-eth-price-surge/,post,200,,,1,1,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2025-11-12,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/altcoin-trader-alert-best-altcoins-to-invest-apemars-cardano-litecoin/,post,200,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-03-17,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/analyst-lark-davis-sees-polygon-at-ten-dollars-by-the-end-of-the-year/,post,200,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-03-01,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/binance-dupes-customers-with-a-bitcoin-audit/,post,200,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-02-17,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/bitcoin-whale-131-btc-binance-transfer/,post,200,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-02-01,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/bitcoin-whale-131-btc-binance-transfer/?prefer_reader_view=1&prefer_safari=1,post,,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-02-01,Replacement candidate: https://tokentopnews.com/bitcoin-whale-131-btc-binance-transfer/ | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/bitpanda-receives-the-coveted-bafin-license/,post,200,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-01-07,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/core-scientific-going-public-in-4-3-billion-spac-merger/,post,200,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-01-19,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/crypto-prices-continue-to-fall/,post,,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-04-11,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/el-salvador-bitcoin-purchases-halted-imf/?prefer_reader_view=1&prefer_safari=1,post,,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2025-12-04,Replacement candidate: https://tokentopnews.com/el-salvador-bitcoin-purchases-halted-imf/ | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/ethereum-whale-buys-eth-price-surge/?prefer_reader_view=1&prefer_safari=1,post,,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2025-11-12,Replacement candidate: https://tokentopnews.com/ethereum-whale-buys-eth-price-surge/ | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/falconx-acquires-167m-ethereum-new-address/?prefer_reader_view=1&prefer_safari=1,post,,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-01-01,Replacement candidate: https://tokentopnews.com/falconx-acquires-167m-ethereum-new-address/ | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/michael-saylor-bitcoin-accumulation-strategy/?prefer_reader_view=1&prefer_safari=1,post,,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2025-12-25,Replacement candidate: https://tokentopnews.com/michael-saylor-bitcoin-accumulation-strategy/ | Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/missed-tron-cosmos-dont-miss-apemars-next-1000x-crypto/,post,200,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-04-14,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/nasdaq-invests-50-million-in-gemini/,post,200,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2025-10-25,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/polkadot-vulnerability/,post,200,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-03-23,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/swissquote-plans-tezos-staking-service-and-own-crypto-trading-platform/,post,200,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-04-08,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/top-10-meme-coins-apemars-stage-13-offers-3600-roi/,post,200,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-03-31,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/vechain-launches-vip193-on-public-testnet-moves-closer-to-implementing-vechain-poa-2-0/,post,200,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-03-23,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/whale-usdc-deposit-hyperliquid-eth-long/,post,200,,,0,0,High,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục,2026-02-24,Đã thu thập dữ liệu – hiện chưa được lập chỉ mục
https://tokentopnews.com/coinbase-exchange-launches-its-nft-marketplace/,post,200,1,136,0,0,High,,,
https://tokentopnews.com/ethereum-surges-past-1600-market-movements/,post,200,1,48,0,0,High,,,
https://tokentopnews.com/ripple-bid-circle-stablecoin-rejected/,post,200,1,18,0,0,High,,,
https://tokentopnews.com/strategy-84-billion-bitcoin-plan/,post,200,1,5,0,0,High,,,
https://tokentopnews.com/gate-io-covers-up-hack-by-lazarus/,post,200,1,2,0,0,High,,,
https://tokentopnews.com/china-us-tariff-tensions-crypto-markets/,post,200,1,1,0,0,High,,,
https://tokentopnews.com/paypal-visa-amazon-named-as-core-members-to-help-bank-of-england-work-on-developing-uks-cbdc/,post,200,0,136,0,0,High,,,
https://tokentopnews.com/gamestop-bitcoin-treasury-reserves-3/,post,,0,126,0,0,High,,,
https://tokentopnews.com/white-house-china-trade-talk-progress/,post,200,0,37,0,0,High,,,
https://tokentopnews.com/cryptocurrency-news/bitcoin/,section_archive,200,0,26,0,0,High,,,
https://tokentopnews.com/cryptocurrency-news/ethereum/,section_archive,200,0,26,0,0,High,,,
https://tokentopnews.com/cryptocurrency-news/ripple/,section_archive,200,0,26,0,0,High,,,
https://tokentopnews.com/cryptocurrency-news/solana/,section_archive,200,0,26,0,0,High,,,
https://tokentopnews.com/about-us/,post,200,0,19,0,0,High,,,
https://tokentopnews.com/privacy-policy/,post,200,0,19,0,0,High,,,
https://tokentopnews.com/advertise/,post,200,0,17,0,0,High,,,
https://tokentopnews.com/ledger-stax/,post,200,0,15,0,0,High,,,
https://tokentopnews.com/huobi-htx-new-perpetual-contracts-assets/,post,200,0,12,0,0,High,,,
https://tokentopnews.com/apex-secures-200m-series-c/,post,200,0,10,0,0,High,,,
https://tokentopnews.com/arctic-pablo-coin-300-bonus-presale-vs-pepe-mog-coin-top-meme-coins/,post,200,0,10,0,0,High,,,
https://tokentopnews.com/cryptocurrency/,post,,0,10,0,0,High,,,
https://tokentopnews.com/bitcoin-support-level-market-tensions/,post,200,0,9,0,0,High,,,
https://tokentopnews.com/coinbase-raises-bitcoin-loan-limit/,post,200,0,9,0,0,High,,,
https://tokentopnews.com/radiant-capital-flashbot-unconfirmed-trade/,post,200,0,9,0,0,High,,,
https://tokentopnews.com/strategy-2-billion-stock-sale-bitcoin/,post,200,0,8,1,0,High,,,
https://tokentopnews.com/bybit-sign-usdt-listing-prize-pool/,post,200,0,8,0,0,High,,,
https://tokentopnews.com/czech-national-bank-explores-btc-reserve-strategy/,post,200,0,7,0,0,High,,,
https://tokentopnews.com/former-fed-official-dudley-reasons-inaction/,post,200,0,7,0,0,High,,,
https://tokentopnews.com/coins-marketcap/,post,200,0,6,1,0,High,,,
https://tokentopnews.com/blockchain-technology/,post,,0,6,0,0,High,,,
https://tokentopnews.com/nft-collectors-value-culture-over-finance/,post,200,0,6,0,0,High,,,
https://tokentopnews.com/offshore-rmb-stablecoin-proposal/,post,200,0,6,0,0,High,,,
https://tokentopnews.com/technology/,post,,0,6,0,0,High,,,
https://tokentopnews.com/zksync-airdrop-contract-recovery/,post,200,0,6,0,0,High,,,
https://tokentopnews.com/sec-delays-grayscale-avax-ada-etfs/,post,200,0,5,2,0,High,,,
https://tokentopnews.com/bitcoin-95k-short-liquidation-impact/,post,200,0,5,0,0,High,,,
https://tokentopnews.com/crypto-etf-approval-odds-bloomberg-prediction/,post,200,0,5,0,0,High,,,
https://tokentopnews.com/binance-alpha-airdrop-optimization-ban/,post,200,0,4,0,0,High,,,
https://tokentopnews.com/binance-alpha-treehouse-token-tree-listing/,post,200,0,4,0,0,High,,,
https://tokentopnews.com/huobi-soon-usdt-10x-margin-trading/,post,200,0,4,0,0,High,,,
https://tokentopnews.com/missouri-eliminates-capital-gains-tax/,post,200,0,4,0,0,High,,,
https://tokentopnews.com/bank-of-america-chainlink-has-been-the-driving-force-behind-the-defi-industry-in-2021/,post,200,0,3,0,0,High,,,
https://tokentopnews.com/best-new-meme-coins-to-join-this-month-btfd-doge-shib-market-momentum/,post,200,0,3,0,0,High,,,
https://tokentopnews.com/bitwise-aptos-etf-first-apt-based-crypto-fund/,post,200,0,3,0,0,High,,,
https://tokentopnews.com/blockchain-technologies-in-3d-rendering/,post,200,0,3,0,0,High,,,
https://tokentopnews.com/ethereum-foundation-1000-eth-transfer-treasury/,post,200,0,3,0,0,High,,,
https://tokentopnews.com/ethereum-smart-contract-114-million-liquidation/,post,200,0,3,0,0,High,,,
https://tokentopnews.com/fed-maintains-interest-rates-economic-uncertainty/,post,200,0,3,0,0,High,,,
https://tokentopnews.com/five-aspects-could-lead-to-a-major-downturn-in-the-crypto-market-in-2022/,post,200,0,3,0,0,High,,,
https://tokentopnews.com/franklin-templeton-expands-to-solana-blockchain/,post,200,0,3,0,0,High,,,
https://tokentopnews.com/justin-sun-withdraws-60000-eth-binance/,post,200,0,3,0,0,High,,,
https://tokentopnews.com/lummis-rises-ai-transparency-legislation/,post,200,0,3,0,0,High,,,
https://tokentopnews.com/sui-defi-price-surge/,post,200,0,3,0,0,High,,,
https://tokentopnews.com/trader-swaps-fartcoin-trump-tokens/,post,200,0,3,0,0,High,,,
https://tokentopnews.com/trump-100-percent-tariff-foreign-films/,post,200,0,3,0,0,High,,,
https://tokentopnews.com/us-china-tariff-reductions-trade-impact/,post,200,0,3,0,0,High,,,
https://tokentopnews.com/movement-labs-token-allocation-scandal/,post,200,0,2,1,0,High,,,
https://tokentopnews.com/1inch-wallet-expands-security-features/,post,200,0,2,0,0,High,,,
https://tokentopnews.com/binance-alpha-housecoin-xai-gork-listing/,post,200,0,2,0,0,High,,,
https://tokentopnews.com/bitcoin-etf-flows-top-1-3b-apt-jup-highlighted-in-smart-rotation-strategies/,post,,0,2,0,0,High,,,
https://tokentopnews.com/bitcoin-rise-us-china-tariff-tensions/,post,200,0,2,0,0,High,,,
https://tokentopnews.com/blockchain-in-civil-engineering-architecture/,post,200,0,2,0,0,High,,,
https://tokentopnews.com/blog/,section_archive,200,0,2,0,0,High,,,
https://tokentopnews.com/category-sitemap.html,post,,0,2,0,0,High,,,
https://tokentopnews.com/coinbase-q3-financial-data-lower-than-expected-stock-falls/,post,200,0,2,0,0,High,,,
https://tokentopnews.com/ethereum-foundation-receive-1-5m-to-further-eth-2-0-development/,post,200,0,2,0,0,High,,,
https://tokentopnews.com/ethereum-pectra-upgrade-market-impact/,post,200,0,2,0,0,High,,,
https://tokentopnews.com/grayscale-smart-contract-fund-updates-holdings/,post,200,0,2,0,0,High,,,
https://tokentopnews.com/institutional-bitcoin-holdings-reach-new-highs/,post,200,0,2,0,0,High,,,
https://tokentopnews.com/introducing-pump-fun-mobile-app-new-era-memecoins/,post,200,0,2,0,0,High,,,
https://tokentopnews.com/ledger-scandal/,post,200,0,2,0,0,High,,,
https://tokentopnews.com/magic-token-soars-ai-integration-announcement/,post,200,0,2,0,0,High,,,
https://tokentopnews.com/netanyahu-trump-tariff-meeting-2025/,post,200,0,2,0,0,High,,,
https://tokentopnews.com/newt-60-percent-surge-unverified/,post,200,0,2,0,0,High,,,
https://tokentopnews.com/next-crypto-bull-run-builds-shib-eyes-15-rebound-pi-drops-20-bdag-hits-222-5m/,post,200,0,2,0,0,High,,,
